State,	County,	BA Climate Zone,	IECC Climate Zone,	IECC Moisture Regime
WV,	Wirt,	Mixed-Humid,	4,	A
WV,	Wood,	Mixed-Humid,	4,	A
WV,	Wyoming,	Mixed-Humid,	4,	A
WI,	Adams,	Cold,	6,	A
WI,	Ashland,	Very Cold,	7,	A
WI,	Barron,	Cold,	6,	A
WI,	Bayfield,	Very Cold,	7,	A
WI,	Brown,	Cold,	6,	A
WI,	Buffalo,	Cold,	6,	A
WI,	Burnett,	Very Cold,	7,	A
WI,	Calumet,	Cold,	6,	A
WI,	Chippewa,	Cold,	6,	A
WI,	Clark,	Cold,	6,	A
WI,	Columbia,	Cold,	6,	A
WI,	Crawford,	Cold,	6,	A
WI,	Dane,	Cold,	6,	A
WI,	Dodge,	Cold,	6,	A
WI,	Door,	Cold,	6,	A
WI,	Douglas,	Very Cold,	7,	A
WI,	Dunn,	Cold,	6,	A
WI,	Eau Claire,	Cold,	6,	A
WI,	Florence,	Very Cold,	7,	A
WI,	Fond du Lac,	Cold,	6,	A
WI,	Forest,	Very Cold,	7,	A
WI,	Grant,	Cold,	6,	A
WI,	Green,	Cold,	6,	A
WI,	Green Lake,	Cold,	6,	A
WI,	Iowa,	Cold,	6,	A
WI,	Iron,	Very Cold,	7,	A
WI,	Jackson,	Cold,	6,	A
WI,	Jefferson,	Cold,	6,	A
WI,	Juneau,	Cold,	6,	A
WI,	Kenosha,	Cold,	6,	A
WI,	Kewaunee,	Cold,	6,	A
WI,	La Crosse,	Cold,	6,	A
WI,	Lafayette,	Cold,	6,	A
WI,	Langlade,	Very Cold,	7,	A
WI,	Lincoln,	Very Cold,	7,	A
WI,	Manitowoc,	Cold,	6,	A
WI,	Marathon,	Cold,	6,	A
WI,	Marinette,	Cold,	6,	A
WI,	Marquette,	Cold,	6,	A
WI,	Menominee,	Cold,	6,	A
WI,	Milwaukee,	Cold,	6,	A
WI,	Monroe,	Cold,	6,	A
WI,	Oconto,	Cold,	6,	A
WI,	Oneida,	Very Cold,	7,	A
WI,	Outagamie,	Cold,	6,	A
WI,	Ozaukee,	Cold,	6,	A
WI,	Pepin,	Cold,	6,	A
WI,	Pierce,	Cold,	6,	A
WI,	Polk,	Cold,	6,	A
WI,	Portage,	Cold,	6,	A
WI,	Price,	Very Cold,	7,	A
WI,	Racine,	Cold,	6,	A
WI,	Richland,	Cold,	6,	A
WI,	Rock,	Cold,	6,	A
WI,	Rusk,	Cold,	6,	A
WI,	Sauk,	Cold,	6,	A
WI,	Sawyer,	Very Cold,	7,	A
WI,	Shawano,	Cold,	6,	A
WI,	Sheboygan,	Cold,	6,	A
WI,	St. Croix,	Cold,	6,	A
WI,	Taylor,	Very Cold,	7,	A
WI,	Trempealeau,	Cold,	6,	A
WI,	Vernon,	Cold,	6,	A
WI,	Vilas,	Very Cold,	7,	A
WI,	Walworth,	Cold,	6,	A
WI,	Washburn,	Very Cold,	7,	A
WI,	Washington,	Cold,	6,	A
WI,	Waukesha,	Cold,	6,	A
WI,	Waupaca,	Cold,	6,	A
WI,	Waushara,	Cold,	6,	A
WI,	Winnebago,	Cold,	6,	A
WI,	Wood,	Cold,	6,	A
WY,	Albany,	Cold,	6,	B
WY,	Big Horn,	Cold,	6,	B
WY,	Campbell,	Cold,	6,	B
WY,	Carbon,	Cold,	6,	B
WY,	Converse,	Cold,	6,	B
WY,	Crook,	Cold,	6,	B
WY,	Fremont,	Cold,	6,	B
WY,	Goshen,	Cold,	5,	B
WY,	Hot Springs,	Cold,	6,	B
WY,	Johnson,	Cold,	6,	B
WY,	Laramie,	Cold,	6,	B
WY,	Lincoln,	Very Cold,	7,	B
WY,	Natrona,	Cold,	6,	B
WY,	Niobrara,	Cold,	6,	B
WY,	Park,	Cold,	6,	B
WY,	Platte,	Cold,	5,	B
WY,	Sheridan,	Cold,	6,	B
WY,	Sublette,	Very Cold,	7,	B
WY,	Sweetwater,	Cold,	6,	B
WY,	Teton,	Very Cold,	7,	B
WY,	Uinta,	Cold,	6,	B
WY,	Washakie,	Cold,	6,	B
WY,	Weston,	Cold,	6,	B
